stygianirone,2017-07-13 23:58,0,0,"Good evening, ma'am! Reflection po sa Dispatches from Marawi hehe.",,@DiNaProfMSSyj,,885528895797186560,https://twitter.com/stygianirone/status/885528895797186560,fil 
dzbb,2017-07-13 14:26,0,0,"Fighter jet na nasangkot sa panibagong kaso ng friendly fire incident sa Marawi City, unang beses palang pumalpak ayon sa AFP. | glenjuego","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885385004481511424,https://twitter.com/dzbb/status/885385004481511424,fil
salanga17,2017-07-13 14:23,0,0,Philippines - AFP kinumpirma na may panibagong insidente ng pumalpak na Air strike ng gobyerno sa Marawi City. 1,"(['philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885384171664920576,https://twitter.com/salanga17/status/885384171664920576,fil
candidfaye,2017-07-13 14:21,0,1,oh talaga? Pakyu gago. The North remembers ka pang nalalaman. Sana yung nalikom mong pera pinantulong mo na lang sa Marawi gagu ka qiqil ako,,,,885383614594031617,https://twitter.com/candidfaye/status/885383614594031617,fil
crstnsagarino,2017-07-13 14:18,0,0,Sgesge bntay ha ang magpaasa ipadas marawi,"(['CEB'], Location((-20.2455188, 57.4881744222, 0.0)))",,,885382897317761025,https://twitter.com/crstnsagarino/status/885382897317761025,fil
iamjohnedwardc,2017-07-13 14:15,0,0,Yung Marawi at SOCCSKSARGEN ginawang tapunan ng tiwali at kriminal na pulis. Tsk.,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885382147829153792,https://twitter.com/iamjohnedwardc/status/885382147829153792,fil
dzrhnews,2017-07-13 14:11,2,0,"Padilla: Lahat ng FA 50 na aircraft, hindi muna gagamitin sa airstrikes sa Marawi kasunod ng friendly fire na ikinasawi ng 2 sundalo","(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885381076012589056,https://twitter.com/dzrhnews/status/885381076012589056,fil
SuaraPembaruan,2017-07-13 14:08,0,0,"Serang ISIS Marawi, Jet Filipina Salah Sasaran","(['Jakarta'], Location((-6.1753942, 106.827183, 0.0)))",,,885380327643922432,https://twitter.com/SuaraPembaruan/status/885380327643922432,id
PapaPachieee,2017-07-13 14:06,0,1,Sa marawi ako pare hahaha,,,,885379967680364545,https://twitter.com/PapaPachieee/status/885379967680364545,fil
RacquelBayan,2017-07-13 14:03,1,0,"National Nutrition Council, tinututukan ang nutrisyon ng mga evacuees mula Marawi City.","(['National Capital Region'], Location((14.5736108, 121.0329706, 0.0)))",@,,885379173723680768,https://twitter.com/RacquelBayan/status/885379173723680768,fil
smninewschannel,2017-07-13 13:51,0,0,"2 sundalo, patay sa pumalyang Airstrike sa Marawi—SMNI NEWSBREAK JULY 13, 2017 1PM: via YouTube","(['ACQ Tower', ' Makati City'], Location((14.5608377, 121.042507237, 0.0)))",@ @,,885376091258585088,https://twitter.com/smninewschannel/status/885376091258585088,fil
dwiz882,2017-07-13 13:51,0,0,Palasyo nagpaabot ng pakikiramay sa 2 sundalong nasawi sa friendly fire sa Marawi BASAHIN,"(['Pasig City', ' Philippines'], Location((9.7771753, 125.4915723, 0.0)))",,#,885376074124636160,https://twitter.com/dwiz882/status/885376074124636160,fil
RadyoLaVerdad,2017-07-13 13:50,0,1,"Police checkpoints sa Marawi at Iligan City, mas hinigpitan dahil sa umano'y kaso ng pamemeke ng car pass D",,,,885375745819787264,https://twitter.com/RadyoLaVerdad/status/885375745819787264,fil
aangattayo,2017-07-13 13:49,0,0,"AANGAT TAYO NEWS Massive budget to rebuild and modernize the Marawi National High School, okay ba tayo dyan... 9","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885375567205478402,https://twitter.com/aangattayo/status/885375567205478402,fil
miyyumee,2017-07-13 13:49,0,0,"First time in iligan since the marawi siege. Wala talagang makakapigil sa mga kababayan ko, tuloy parin yong dami ng tao sa gmall.",,,,885375493184274432,https://twitter.com/miyyumee/status/885375493184274432,fil
egdsgn,2017-07-13 13:45,0,0,"UB: Mga gusali sa business district ng Marawi, nawasak sa airstrikes","(['Davao City', ' Davao Region'], Location((7.22650725, 125.454887691, 0.0)))",,,885374701341736960,https://twitter.com/egdsgn/status/885374701341736960,fil
muzi_kha,2017-07-13 13:45,0,0,"UB: Mga gusali sa business district ng Marawi, nawasak sa airstrikes","(['The Office'], Location((9.6663813, 80.0122994306, 0.0)))",,,885374690658746368,https://twitter.com/muzi_kha/status/885374690658746368,fil
chris19thws,2017-07-13 13:45,0,0,"UB: Mga gusali sa business district ng Marawi, nawasak sa airstrikes","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885374679984287744,https://twitter.com/chris19thws/status/885374679984287744,fil
PoGo_Port,2017-07-13 13:45,0,0,"UB: Mga gusali sa business district ng Marawi, nawasak sa airstrikes",,,,885374668080906240,https://twitter.com/PoGo_Port/status/885374668080906240,fil
orga_ogop,2017-07-13 13:45,0,0,"UB: Mga gusali sa business district ng Marawi, nawasak sa airstrikes",,,,885374655967744004,https://twitter.com/orga_ogop/status/885374655967744004,fil
RTheKrak3n,2017-07-13 13:45,0,0,"UB: Mga gusali sa business district ng Marawi, nawasak sa airstrikes",,,,885374641266728960,https://twitter.com/RTheKrak3n/status/885374641266728960,fil
egdsgn,2017-07-13 13:43,0,0,"UB: Mga batang bakwit mula Marawi, pilit itinutuloy ang pag-aaral","(['Davao City', ' Davao Region'], Location((7.22650725, 125.454887691, 0.0)))",,,885374122003496960,https://twitter.com/egdsgn/status/885374122003496960,fil
muzi_kha,2017-07-13 13:43,0,0,"UB: Mga batang bakwit mula Marawi, pilit itinutuloy ang pag-aaral","(['The Office'], Location((9.6663813, 80.0122994306, 0.0)))",,,885374117414920192,https://twitter.com/muzi_kha/status/885374117414920192,fil
chris19thws,2017-07-13 13:43,0,0,"UB: Mga batang bakwit mula Marawi, pilit itinutuloy ang pag-aaral","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885374112369172480,https://twitter.com/chris19thws/status/885374112369172480,fil
PoGo_Port,2017-07-13 13:43,0,0,"UB: Mga batang bakwit mula Marawi, pilit itinutuloy ang pag-aaral",,,,885374106996277248,https://twitter.com/PoGo_Port/status/885374106996277248,fil
orga_ogop,2017-07-13 13:43,0,0,"UB: Mga batang bakwit mula Marawi, pilit itinutuloy ang pag-aaral",,,,885374101644292097,https://twitter.com/orga_ogop/status/885374101644292097,fil
RTheKrak3n,2017-07-13 13:43,0,0,"UB: Mga batang bakwit mula Marawi, pilit itinutuloy ang pag-aaral",,,,885374093637410817,https://twitter.com/RTheKrak3n/status/885374093637410817,fil
brigadanational,2017-07-13 13:40,0,0,Palasyo: 'Salute' sa 2 nasawing sundalo sa 'friendly fire' sa Marawi Read more:,"(['Makati', ' PH'], Location((14.55459465, 121.021407905, 0.0)))",,,885373227551174656,https://twitter.com/brigadanational/status/885373227551174656,fil
dzrhnews,2017-07-13 13:37,0,0,"Marawicrisis Tinatayang 4 hanggang 6 na bangkay, natagpuan ng militar sa isang pinaniniwalaang execution site sa Marawi | RH30 liezel_once","(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",@,#,885372536908730368,https://twitter.com/dzrhnews/status/885372536908730368,fil
Wisnunnu,2017-07-13 13:35,0,0,"Pikiran liarku justru lebih baik kita buat jelas saja om, jika kejadian seperti di marawi itu terjadi. Lebih enak slaughter nya org2 begitu",,,,885372164970430464,https://twitter.com/Wisnunnu/status/885372164970430464,id
dzIQ990,2017-07-13 13:35,0,0,"Video ng pakikipaglaban at pagpatay ng Maute at ASG sa Marawi, inilabas sa media - | BrozasRicky jongmanlapaz","(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",@ @,,885372031633678336,https://twitter.com/dzIQ990/status/885372031633678336,fil
ninjutx,2017-07-13 13:32,0,0,andai ISIS masuk & menguasai spt di marawi.. sy ragu org2 tsb akan mendukung pemerintah..,"(['Jakarta Pusat', ' DKI Jakarta'], Location((-6.18233995, 106.842871536, 0.0)))",,,885371335966203904,https://twitter.com/ninjutx/status/885371335966203904,id
Nilmar_Esfunny,2017-07-13 13:31,0,1,Imagine kung si Mar Roxas nanalo. Wala sanang gyera sa marawi dahil high lahat ng tao. Hayz,"(['New Jersey', ' USA'], Location((40.0757384, -74.4041622, 0.0)))",,,885371028968361984,https://twitter.com/Nilmar_Esfunny/status/885371028968361984,fil
McLisseSTANS,2017-07-13 13:29,0,0,Iligan ra ko. Wag sa marawi. Maute na ung andun hahaha,,,,885370626638094336,https://twitter.com/McLisseSTANS/status/885370626638094336,fil
jnorj,2017-07-13 13:28,0,0,Ahahahaha ipa LBC sa marawi..,,,,885370387239911425,https://twitter.com/jnorj/status/885370387239911425,fil
marawi_q8,2017-07-13 13:24,4,2,اببتعد يا اقسى بشر في حياتي توت_للاضافاتu,,,#,885369381995368448,https://twitter.com/marawi_q8/status/885369381995368448,ar
0hanin0,2017-07-13 13:24,4,2,ﺇﻟﻰ ﻣﺘﻰ ﺗﺴﻜﻦ ﻗﻠﺒﻲ ؟ ﺗﻐﻔﻮ ﻋﻠﻰ ﺳﺮﻳﺮ ﻧﺒﻀﻲ ﺗﻨﺎﻡ ﻋﻨﺪ ﻭﺳﺎﺩﺓ ﻣﻬﺠﺘﻲ ﺗﺴﺘﻮﻃﻦ ﺃﻗﺼﻰ ﺃﻋﻤﺎﻗﻲ ﺗﺴﺎﻓﺮ ﺑﻴﻦ ﺃﻭﺭﺩﺗﻲ ﺗﺘﻐﻠﻐﻞ ﻓﻲ ﺗﻔﺎﺻﻴﻠﻲ ﺗﺴﺮﻱ ﻣﻨﻲ ﻣﺠﺮﻯ ﺩﻣﻲ,"(['\xd8\xa7\xd9\x84\xd9\x85\xd9\x85\xd9\x84\xd9\x83\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb3\xd8\xb9\xd9\x88\xd8\xaf\xd9\x8a\xd8\xa9'], Location((25.6242618, 42.3528328, 0.0)))",,,885369208627965953,https://twitter.com/0hanin0/status/885369208627965953,ar
marawi_q8,2017-07-13 13:21,6,6,انت في بالي وانا ما زرت بالك صرت افكر كيف بغيابي تفكر كل ليلة أنتظر وقت إتصالك إتصل سمعني أنفاسك و سكر حربيِـﮬـ,,,#,885368502135255042,https://twitter.com/marawi_q8/status/885368502135255042,ar
CrimeLaboratory,2017-07-13 13:20,2,2,"PSsupt Ligaya L Sim, DDA, CL looking for probable post mortem site in Amay Pakpak, Marawi. pnpdpcr pnppio PNP_CPSMpic9","(['Camp Crame Quezon City'], Location((14.60809295, 121.053432711, 0.0)))",@ @ @,,885368308056309760,https://twitter.com/CrimeLaboratory/status/885368308056309760,fil
0hanin0,2017-07-13 13:19,8,4,marawi_q8 ضـلـوع صـدري مـالهـا فيك لايـم تستاهل أكثر يا أكثر الناس قيمه زولك مـثـل نفحة هـبوب النسايم كـل ما لمحته قـلـت ربـي يديمه,"(['\xd8\xa7\xd9\x84\xd9\x85\xd9\x85\xd9\x84\xd9\x83\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb3\xd8\xb9\xd9\x88\xd8\xaf\xd9\x8a\xd8\xa9'], Location((25.6242618, 42.3528328, 0.0)))",@,,885368021698695168,https://twitter.com/0hanin0/status/885368021698695168,ar
marawi_q8,2017-07-13 13:19,1,0,قلبوشتي انتي امواه,,,,885368000202891265,https://twitter.com/marawi_q8/status/885368000202891265,ar
SuaraPembaruan,2017-07-13 13:18,1,0,Uskup Filipina : Konflik Marawi Bukan Perang Agama,"(['Jakarta'], Location((-6.1753942, 106.827183, 0.0)))",,,885367718353842176,https://twitter.com/SuaraPembaruan/status/885367718353842176,id
marawi_q8,2017-07-13 13:17,3,3,ماكل من هي تدخل النت يافلان تمشي دروب ن للردى والفسادي مانلتفت للي من السو مرضان ياللي تحسب تويتر صيد وهدادي,,,,885367628830789633,https://twitter.com/marawi_q8/status/885367628830789633,ar
majeed24234,2017-07-13 13:17,0,0,ياسلام,,,,885367575663792128,https://twitter.com/majeed24234/status/885367575663792128,ar
marawi_q8,2017-07-13 13:17,3,2,ماهـوبـ شرط الخاص كله علاقات أحيـان نتـطمن ع اللـي نـعــزه لا غاب وعنـا طولـت به مسافات نرسل ونسـأل عنه في كل حزه,,,,885367487533125632,https://twitter.com/marawi_q8/status/885367487533125632,ar
marawi_q8,2017-07-13 13:16,4,3,مديت فنجآل شوق الوصل بـ إيدينــي ! أشرب فديتك ( ترى فنجآلك بيبرد ),,,,885367367387283456,https://twitter.com/marawi_q8/status/885367367387283456,ar
0hanin0,2017-07-13 13:16,6,4,خليت دنيا الخلق لـ الخلق وايقنت انك وطن واني من الوقت لاجي ترى ما احب احتاج للناس بس انت لي الشرف انك تكون احتياجي2c,"(['\xd8\xa7\xd9\x84\xd9\x85\xd9\x85\xd9\x84\xd9\x83\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb3\xd8\xb9\xd9\x88\xd8\xaf\xd9\x8a\xd8\xa9'], Location((25.6242618, 42.3528328, 0.0)))",,,8.85367E+17,https://twitter.com/0hanin0/status/885367346998784000,ar
BrigadaOfficial,2017-07-13 13:16,0,0,Palasyo: 'Salute' sa 2 nasawing sundalo sa 'friendly fire' sa Marawi,"(['Gen. Santos City'], Location((14.6207049, 121.0515971, 0.0)))",,,885367253620989954,https://twitter.com/BrigadaOfficial/status/885367253620989954,fil
marawi_q8,2017-07-13 13:15,2,4,وأن جابُو الطاري في ذيِك القبيْلة يفز قلِبي من قاصِي أقَصاه,,,,885366995130224640,https://twitter.com/marawi_q8/status/885366995130224640,ar
marawi_q8,2017-07-13 13:14,3,3,تعال مثل اول ؟ نسهر ونضحك ونغار الف مره اسمع احبك وازعل اذا بتنام .,,,,885366868072116225,https://twitter.com/marawi_q8/status/885366868072116225,ar
AboameerKareem,2017-07-13 13:14,0,0,روعه فدوه,"(['Amman'], Location((31.9515694, 35.9239625, 0.0)))",,,885366708977971200,https://twitter.com/AboameerKareem/status/885366708977971200,ar
majeed24234,2017-07-13 13:14,0,0,يسعدلي صباحك روعه ماءالله,,,,885366695128428545,https://twitter.com/majeed24234/status/885366695128428545,ar
marawi_q8,2017-07-13 13:13,1,0,0hanin0 وتبقئ بداخلي : اجمل شي آحبھ,,@,,885366666615541760,https://twitter.com/marawi_q8/status/885366666615541760,ar
marawi_q8,2017-07-13 13:13,4,7,في عيون البوح ،، مافينّي گـلـآم وفي عيون العشق گلي أحتريگ ..!,,,,885366504396599296,https://twitter.com/marawi_q8/status/885366504396599296,ar
marawi_q8,2017-07-13 13:12,1,1,0hanin0 على سبيل القناعة : عرفت إنك إستحاله تكون لي ، ورضيت إني أحبك رغم ذلك.,,@,,885366190264242176,https://twitter.com/marawi_q8/status/885366190264242176,ar
Radyo_Agila1062,2017-07-13 13:11,0,1,Malakanyang nagpaabot ng pakikiramay sa pamilya ng mga sundalong biktima ng friendly fire sa Marawi City -,,,,885366143476805632,https://twitter.com/Radyo_Agila1062/status/885366143476805632,fil
Access_TRUTH,2017-07-13 13:07,26,46,(Eagle News) — Libu-libong kababayang apektado ng Marawi siege ang nakinabang sa lingap na isinagawa ng Iglesia... 0,,,,885365112340664321,https://twitter.com/Access_TRUTH/status/885365112340664321,fil
RadyoLaVerdad,2017-07-13 13:07,1,0,"AFP, ginagawa ang lahat ng makakaya upang matapos ang krisis sa Marawi – Col. Arevalo",,,,885365031633731585,https://twitter.com/RadyoLaVerdad/status/885365031633731585,fil
ez08edpXqsCjyQ0,2017-07-13 13:07,0,0,يا بتاع السكر يا مسكر انته,,,,885365011069227009,https://twitter.com/ez08edpXqsCjyQ0/status/885365011069227009,ar
mBgShIVdWA0FKBZ,2017-07-13 13:07,0,0,الله علكً. بجين.,"(['T\xc3\xbcrkiye'], Location((38.9597594, 34.9249653, 0.0)))",,,885365005528551425,https://twitter.com/mBgShIVdWA0FKBZ/status/885365005528551425,ar
0hanin0,2017-07-13 13:07,6,6,أحتضننها برفق وقبضة يدي تود غضباً على صدرها تعتدي فتشده مرة وتشد ثوبها وانا اقبلها مررررا,"(['\xd8\xa7\xd9\x84\xd9\x85\xd9\x85\xd9\x84\xd9\x83\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb3\xd8\xb9\xd9\x88\xd8\xaf\xd9\x8a\xd8\xa9'], Location((25.6242618, 42.3528328, 0.0)))",,,885365001980137473,https://twitter.com/0hanin0/status/885365001980137473,ar
marawi_q8,2017-07-13 13:06,4,10,انا انثى من قصب السكر حلاوتي بطعم السكر اعشق الحب ولي حكايات مع جنون حبه لن تنتهي حكاياتي ولن تملو منها ...!,,,,885364688359481344,https://twitter.com/marawi_q8/status/885364688359481344,ar
sunako888,2017-07-13 13:05,0,3,Para sa Marawi to!,"(['Cebu City', ' Central Visayas'], Location((10.3090298, 123.8930839, 0.0)))",,,885364610370387969,https://twitter.com/sunako888/status/885364610370387969,fil
marawi_q8,2017-07-13 13:05,1,2,0hanin0 بدأت انسى كل شئ الا انت ..! لك احبك,,@,# #,885364464224284673,https://twitter.com/marawi_q8/status/885364464224284673,ar
0hanin0,2017-07-13 13:04,3,3,يا سيد الحسن ابتسم خل الحياة بكل ما فيها تروق لبسمتك لا يضيق صدرك من صديق أو تختنق من كل ضيق لا ضقت شوف مرايتك وصدقني بإنك تبتسم,"(['\xd8\xa7\xd9\x84\xd9\x85\xd9\x85\xd9\x84\xd9\x83\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb3\xd8\xb9\xd9\x88\xd8\xaf\xd9\x8a\xd8\xa9'], Location((25.6242618, 42.3528328, 0.0)))",,,885364405323673600,https://twitter.com/0hanin0/status/885364405323673600,ar
marawi_q8,2017-07-13 13:04,1,2,0hanin0 قالت له..َ لكَ مَا تشَاءَ.. وَلِي أَنتَ، فَـ أَنتَ كُلٌ مَا أَشَاءَ ..!,,@,,885364351527505921,https://twitter.com/marawi_q8/status/885364351527505921,ar
marawi_q8,2017-07-13 13:02,3,6,"0hanin0 أغار من عيون تراك ولا أراكِ أغار من فستانك,من أحمر شفاهك أغار من غزل تسمعينه بغير صوتي من نبض يتمناك له ولايعلم أنك ليc",,@,#,885363859959283712,https://twitter.com/marawi_q8/status/885363859959283712,ar
cnnphilippines,2017-07-13 13:01,0,0,"Padilla, may paliwanag sa friendly fire sa Marawi |",,,,885363633781317632,https://twitter.com/cnnphilippines/status/885363633781317632,fil
0hanin0,2017-07-13 13:01,7,9,لليل أحبك مابقى في السما نور والى ضواني الليل للصبح أحبك واللحظة اللي كلها صد وغرور اشوف قبري بين عينك وقلبك,"(['\xd8\xa7\xd9\x84\xd9\x85\xd9\x85\xd9\x84\xd9\x83\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xb3\xd8\xb9\xd9\x88\xd8\xaf\xd9\x8a\xd8\xa9'], Location((25.6242618, 42.3528328, 0.0)))",,,885363416206110720,https://twitter.com/0hanin0/status/885363416206110720,ar
newsko_com_ph,2017-07-13 13:00,1,1,"WATCH: Jeff Canoy, ipinasilip ang peligro nila sa Marawi",,,,885363166418538496,https://twitter.com/newsko_com_ph/status/885363166418538496,fil
NewsRmn,2017-07-13 12:59,0,0,"AFP, hindi ititigil ang airstrike sa Marawi","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885362934481801221,https://twitter.com/NewsRmn/status/885362934481801221,fil
BrigadaOfficial,2017-07-13 12:59,0,0,"Marawi Mayor, pumalag rin sa Martial Law extension","(['Gen. Santos City'], Location((14.6207049, 121.0515971, 0.0)))",,,885362933391294464,https://twitter.com/BrigadaOfficial/status/885362933391294464,fil
Harperblammo,2017-07-13 12:58,0,2,"Ah hindi ka mamamatay nyan, junkets at pag bisita sa oligarchs naman mga gimik mo eh. Urong ka lagi pag Marawi.",,,,885362901493530624,https://twitter.com/Harperblammo/status/885362901493530624,fil
marawi_q8,2017-07-13 12:58,2,1,"0hanin0 ⠀ ⠀ ❥٭، ⠀ وتبقى وحدك سرّ سعادتي الذي أُخفيہ عن الجميع , فـ يزيدني مع الأيام رونقاً وجمالاً ⠀ ⠀",,@,,885362890391289857,https://twitter.com/marawi_q8/status/885362890391289857,ar
dzbb,2017-07-13 12:57,1,0,"AFP, nagsasagawa ng pulong balitaan kaugnay sa panibagong insidente ng friendly fire"" sa Marawi City na ikinamatay ng 2 sundalo. c""","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885362605790871552,https://twitter.com/dzbb/status/885362605790871552,fil
marawi_q8,2017-07-13 12:57,5,9,⠀ ༩ྀ ⠀ سكنتَ بداخلي حُبّاً وطَوعـاً وكنتَ الشمسَ في نجمِ البريّـۃ يرونـكَ واحداً وأراكَ جمعـاً إذا تأتي كَفَيْتَ عن البقيّــۃ ⠀ ⠀,,,,885362439017115649,https://twitter.com/marawi_q8/status/885362439017115649,ar
News5AKSYON,2017-07-13 12:54,0,0,"Marcos: Kung may Marawi crisis, may hostage crisis naman sa Kongreso. | via jv_arcena","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885361812589367296,https://twitter.com/News5AKSYON/status/885361812589367296,ceb
TiltinatorX,2017-07-13 12:53,0,0,May namatay na namang dalawang sundalo dahil sa kapalpakan ng airstrikes na yan! marawi savemarawi marawiclash marawicrisis,,,# # # #,885361519923310593,https://twitter.com/TiltinatorX/status/885361519923310593,fil
glenjuego,2017-07-13 12:52,1,5,"ON GOING: Pulong balitaan ng AFP kaugnay sa panibagong insidente ng friendly fire"" sa Marawi City na ikinamatay ng 2 sundalo. ""","(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",@,,885361311126650880,https://twitter.com/glenjuego/status/885361311126650880,fil
marawi_q8,2017-07-13 12:52,3,5,يافتاة توردي وأكسري قيود القنوط واطلقي عنان زهر وجنتيك وحلقي حتى تسألك فراشات الحقول الى اين؟! الى حيث تكون أمنياتي كل_صباح_ونحن_سكر_الكون2,,,#,885361288494428161,https://twitter.com/marawi_q8/status/885361288494428161,ar
cspix,2017-07-13 12:51,0,1,Marami pa din mga reporters na score card lang ng gera ang binabantayan. Kawawa naman. Yun lang tinuro ng titser nila sa masscom. marawi,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,885360898981875712,https://twitter.com/cspix/status/885360898981875712,fil
MhZmzmzm,2017-07-13 12:49,0,0,صج كلامك عتيب بحر من البحور العميقة مااحد يصلها ولو ركب صاروخ,,,,885360549348990976,https://twitter.com/MhZmzmzm/status/885360549348990976,ar
pavelvond,2017-07-13 12:49,0,0,"Filipíny: Boje s teroristy v Marawi vstoupily do 52.dne, armáda si nepřesným svržením bomby sama zabila 2 vojáky","(['Prague', ' Czech Republic'], Location((35.4867369, -96.6850174, 0.0)))",,# #,885360482391076864,https://twitter.com/pavelvond/status/885360482391076864,cs
marawi_q8,2017-07-13 12:49,4,6,لـگ • بين الأصدقاء هنالك 'صديق ' يشبه 'البحر' تزوره كلما 'ضاق ' صدرك ..♡ • •,,,#,885360471204823040,https://twitter.com/marawi_q8/status/885360471204823040,ar
marawi_q8,2017-07-13 12:49,4,2,0hanin0 حيّ صوتگ وحيّ صباحاً يبتدي بك . • وأحبـه •,,@,#,885360394759536641,https://twitter.com/marawi_q8/status/885360394759536641,ar
MhZmzmzm,2017-07-13 12:48,0,0,,,,,885360283895693312,https://twitter.com/MhZmzmzm/status/885360283895693312,#VALUE!
marawi_q8,2017-07-13 12:48,2,2,0hanin0 حاولت اسوي في عتيبه مية بيت خمسين في برقا و خمسين في روق و حاولت لكني عن عتيبه ازريت !! لان القصايد تحت وامجادهم فوق,,@,,885360227134132224,https://twitter.com/marawi_q8/status/885360227134132224,ar
econcepcion,2017-07-13 12:47,0,0,Troh. Kaya di ako fan nyang air strikes for Marawi eh. Laki ng margin for error.,,,,885360106438705152,https://twitter.com/econcepcion/status/885360106438705152,fil
iswandieric,2017-07-13 12:47,0,0,"Waspada Teroris Marawi, Mayjen Ganip Warsito: Satuan Siap Hadapi Tugas BerantasTerorisUntukKitahttp://","(['Bogor'], Location((-6.5962986, 106.7972421, 0.0)))",,#,885359985542127616,https://twitter.com/iswandieric/status/885359985542127616,id
marawi_q8,2017-07-13 12:47,4,0,0hanin0 وأحـبگ ولا أجيـد السعاده بدونگ !! أحبـگ وأنت من جعل قلبي لا يهدا بدونگ أحبگ ي نصفي_الثاني قلبي وملگ عرشه ،، أحبگ بقلمي,,@,# # #,885359985139617796,https://twitter.com/marawi_q8/status/885359985139617796,ar
Beritasatu,2017-07-13 12:47,1,1,"Serang ISIS di Marawi, Jet Filipina Salah Target","(['Jakarta'], Location((-6.1753942, 106.827183, 0.0)))",,,885359899932098560,https://twitter.com/Beritasatu/status/885359899932098560,id
jayson_valdez,2017-07-13 12:46,0,0,"Mga kababayang apektado ng Marawi crisis, nilingap ng Iglesia Ni Cristo 9","(['Manila'], Location((14.5906216, 120.9799696, 0.0)))",,,885359794508492800,https://twitter.com/jayson_valdez/status/885359794508492800,fil
trshlzn,2017-07-13 12:38,0,2,Alam mo pabibo ka sarap mo ipatapon sa marawi,,,,885357834455588864,https://twitter.com/trshlzn/status/885357834455588864,fil
netizens88,2017-07-13 12:35,0,0,"LOOK: Utak sa Likod ng Maute-ISIS, ASG Sa Marawi Bistado Na netizensPH pinoynetizens pinoynews pinoyviral",,,# # # #,885356984182165504,https://twitter.com/netizens88/status/885356984182165504,ceb
Rufs_ML,2017-07-13 12:35,3,0,"Sarap padala sa marawi eh, haha Happy Suklay Day","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885356945393176578,https://twitter.com/Rufs_ML/status/885356945393176578,fil
dzbb,2017-07-13 12:34,0,0,"Mga namatay na bakwit sa evacuation center, umaabot na umano sa 33, ayon sa Marawi City Crisis Mgt. Cmte. SuperBalitaSaTanghaliNationwide","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,885356737435361280,https://twitter.com/dzbb/status/885356737435361280,fil
dzIQ990,2017-07-13 12:33,0,0,"Video ng pakikipaglaban at pagpatay ng Maute at ASG sa Marawi City, nadiskubre ng militar | BrozasRicky","(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",@,,885356553288790017,https://twitter.com/dzIQ990/status/885356553288790017,fil
dzbb,2017-07-13 12:33,0,0,"(1/2) AFP, sisikapin umanong makatugon sa deadline ni Pang. Duterte na matapos ang giyera sa Marawi City...","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885356498758410241,https://twitter.com/dzbb/status/885356498758410241,fil
dzbb,2017-07-13 12:29,0,0,(1/2) Panibagong pagpalya ng airstrike sa Marawi na ikinamatay ng dalawang sundalo...,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885355529823899649,https://twitter.com/dzbb/status/885355529823899649,fil
dzbb,2017-07-13 12:25,0,1,"LIVE sa DZBB: Hope Hervilla, dswdserves Asec. for Protective Programs kaugnay ng relief operations Marawi City.","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885354389329780736,https://twitter.com/dzbb/status/885354389329780736,fil
